timestamp_iso,rxpci_mb_s,txpci_mb_s
2026-08-24T13:45:45+00:00,0,9982
2026-08-24T13:45:50+00:00,0,0
2026-08-24T13:45:55+00:00,0,0
2026-08-24T13:46:00+00:00,0,0
2026-08-24T13:46:05+00:00,0,0
2026-08-24T13:46:10+00:00,0,1
2026-08-24T13:46:15+00:00,0,0
2026-08-24T13:46:20+00:00,0,0
2026-08-24T13:46:25+00:00,0,0
2026-08-24T13:46:30+00:00,0,0
2026-08-24T13:46:36+00:00,0,0
2026-08-24T13:46:41+00:00,0,0
2026-08-24T13:46:46+00:00,0,0
2026-08-24T13:46:51+00:00,0,0
2026-08-24T13:46:56+00:00,0,0
2026-08-24T13:47:01+00:00,0,0
2026-08-24T13:47:06+00:00,0,1
2026-08-24T13:47:11+00:00,14,0
2026-08-24T13:47:16+00:00,0,0
2026-08-24T13:47:21+00:00,0,1
2026-08-24T13:47:26+00:00,0,0
2026-08-24T13:47:32+00:00,0,0
2026-08-24T13:47:37+00:00,0,0
2026-08-24T13:47:42+00:00,0,0
2026-08-24T13:47:47+00:00,0,0
2026-08-24T13:47:52+00:00,0,0
2026-08-24T13:47:57+00:00,0,0
2026-08-24T13:48:02+00:00,0,0
2026-08-24T13:48:07+00:00,0,0
2026-08-24T13:48:12+00:00,0,0
2026-08-24T13:48:17+00:00,0,0
2026-08-24T13:48:22+00:00,0,0
2026-08-24T13:48:28+00:00,0,0
2026-08-24T13:48:33+00:00,0,0
2026-08-24T13:48:38+00:00,0,0
2026-08-24T13:48:43+00:00,0,0
2026-08-24T13:48:48+00:00,0,0
2026-08-24T13:48:53+00:00,0,0
2026-08-24T13:48:58+00:00,0,0
2026-08-24T13:49:03+00:00,0,0
2026-08-24T13:49:08+00:00,0,0
2026-08-24T13:49:13+00:00,0,0
2026-08-24T13:49:18+00:00,0,0
2026-08-24T13:49:24+00:00,0,0
2026-08-24T13:49:29+00:00,0,0
2026-08-24T13:49:34+00:00,0,0
2026-08-24T13:49:39+00:00,0,0
2026-08-24T13:49:44+00:00,0,0
2026-08-24T13:49:49+00:00,0,0
2026-08-24T13:49:54+00:00,0,0
2026-08-24T13:49:59+00:00,0,0
2026-08-24T13:50:04+00:00,0,0
2026-08-24T13:50:09+00:00,0,0
2026-08-24T13:50:14+00:00,0,0
2026-08-24T13:50:20+00:00,0,0
2026-08-24T13:50:25+00:00,0,1
2026-08-24T13:50:30+00:00,0,0
2026-08-24T13:50:35+00:00,0,0
2026-08-24T13:50:40+00:00,0,0
2026-08-24T13:50:45+00:00,0,0
2026-08-24T13:50:50+00:00,0,0
2026-08-24T13:50:55+00:00,0,0
2026-08-24T13:51:00+00:00,0,0
2026-08-24T13:51:05+00:00,0,0
2026-08-24T13:51:10+00:00,0,0
2026-08-24T13:51:16+00:00,0,0
2026-08-24T13:51:21+00:00,0,0
2026-08-24T13:51:26+00:00,0,0
2026-08-24T13:51:31+00:00,0,0
2026-08-24T13:51:36+00:00,0,0
2026-08-24T13:51:41+00:00,0,0
2026-08-24T13:51:46+00:00,0,0
2026-08-24T13:51:51+00:00,0,0
2026-08-24T13:51:56+00:00,0,0
2026-08-24T13:52:01+00:00,0,0
2026-08-24T13:52:06+00:00,0,0
2026-08-24T13:52:11+00:00,0,0
2026-08-24T13:52:17+00:00,0,0
2026-08-24T13:52:22+00:00,0,0
2026-08-24T13:52:27+00:00,0,0
2026-08-24T13:52:32+00:00,0,0
2026-08-24T13:52:37+00:00,0,0
2026-08-24T13:52:42+00:00,0,0
2026-08-24T13:52:47+00:00,0,1
2026-08-24T13:52:52+00:00,0,0
2026-08-24T13:52:57+00:00,0,0
2026-08-24T13:53:02+00:00,0,0
2026-08-24T13:53:07+00:00,0,0
2026-08-24T13:53:13+00:00,0,0
2026-08-24T13:53:18+00:00,0,0
2026-08-24T13:53:23+00:00,0,0
2026-08-24T13:53:28+00:00,0,0
2026-08-24T13:53:33+00:00,0,0
2026-08-24T13:53:38+00:00,0,0
2026-08-24T13:53:43+00:00,0,0
2026-08-24T13:53:48+00:00,0,0
2026-08-24T13:53:53+00:00,0,0
2026-08-24T13:53:58+00:00,0,0
2026-08-24T13:54:03+00:00,0,0
2026-08-24T13:54:09+00:00,0,0
2026-08-24T13:54:14+00:00,1,0
2026-08-24T13:54:19+00:00,0,0
2026-08-24T13:54:24+00:00,0,0
2026-08-24T13:54:29+00:00,0,0
2026-08-24T13:54:34+00:00,0,0
2026-08-24T13:54:39+00:00,0,0
2026-08-24T13:54:44+00:00,0,0
2026-08-24T13:54:49+00:00,0,0
2026-08-24T13:54:54+00:00,0,0
2026-08-24T13:54:59+00:00,0,0
2026-08-24T13:55:05+00:00,0,0
2026-08-24T13:55:10+00:00,0,1
2026-08-24T13:55:15+00:00,0,0
2026-08-24T13:55:20+00:00,0,0
2026-08-24T13:55:25+00:00,0,0
2026-08-24T13:55:30+00:00,16,26
2026-08-24T13:55:35+00:00,0,0
2026-08-24T13:55:40+00:00,0,0
2026-08-24T13:55:45+00:00,0,0
2026-08-24T13:55:50+00:00,0,0
2026-08-24T13:55:56+00:00,0,0
2026-08-24T13:56:01+00:00,0,0
2026-08-24T13:56:06+00:00,0,0
2026-08-24T13:56:11+00:00,0,0
2026-08-24T13:56:16+00:00,0,0
2026-08-24T13:56:21+00:00,0,0
2026-08-24T13:56:26+00:00,0,0
2026-08-24T13:56:31+00:00,0,1
2026-08-24T13:56:36+00:00,0,0
2026-08-24T13:56:41+00:00,0,0
2026-08-24T13:56:46+00:00,0,0
2026-08-24T13:56:51+00:00,0,0
2026-08-24T13:56:57+00:00,0,0
2026-08-24T13:57:02+00:00,0,0
2026-08-24T13:57:07+00:00,0,0
2026-08-24T13:57:12+00:00,0,0
2026-08-24T13:57:17+00:00,0,0
2026-08-24T13:57:22+00:00,0,0
2026-08-24T13:57:27+00:00,0,0
2026-08-24T13:57:32+00:00,0,0
2026-08-24T13:57:37+00:00,0,0
2026-08-24T13:57:42+00:00,0,0
2026-08-24T13:57:47+00:00,0,0
2026-08-24T13:57:53+00:00,0,0
2026-08-24T13:57:58+00:00,0,1
2026-08-24T13:58:03+00:00,0,0
2026-08-24T13:58:08+00:00,0,0
2026-08-24T13:58:13+00:00,0,0
2026-08-24T13:58:18+00:00,0,0
2026-08-24T13:58:23+00:00,0,0
2026-08-24T13:58:28+00:00,0,0
2026-08-24T13:58:33+00:00,0,0
2026-08-24T13:58:38+00:00,0,0
2026-08-24T13:58:43+00:00,0,0
2026-08-24T13:58:49+00:00,0,0
2026-08-24T13:58:54+00:00,0,1
2026-08-24T13:58:59+00:00,0,0
2026-08-24T13:59:04+00:00,0,0
