timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.free [MiB], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz]
2026/08/12 20:03:51.547, 96 %, 43 %, 23438 MiB, 687 MiB, 333.90 W, 62, 1740 MHz, 9501 MHz
2026/08/12 20:03:53.547, 88 %, 40 %, 23438 MiB, 687 MiB, 339.44 W, 63, 1830 MHz, 9501 MHz
2026/08/12 20:03:55.548, 80 %, 39 %, 23438 MiB, 687 MiB, 338.54 W, 63, 1845 MHz, 9501 MHz
2026/08/12 20:03:57.548, 90 %, 37 %, 23438 MiB, 687 MiB, 329.27 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:03:59.549, 84 %, 52 %, 23438 MiB, 687 MiB, 340.86 W, 62, 1785 MHz, 9501 MHz
2026/08/12 20:04:01.549, 100 %, 43 %, 23438 MiB, 687 MiB, 333.45 W, 62, 1725 MHz, 9501 MHz
2026/08/12 20:04:03.549, 89 %, 41 %, 23438 MiB, 687 MiB, 341.32 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:04:05.550, 92 %, 43 %, 23438 MiB, 687 MiB, 340.40 W, 62, 1740 MHz, 9501 MHz
2026/08/12 20:04:07.550, 91 %, 37 %, 23438 MiB, 687 MiB, 337.18 W, 62, 1740 MHz, 9501 MHz
2026/08/12 20:04:09.551, 86 %, 48 %, 23438 MiB, 687 MiB, 343.13 W, 63, 1785 MHz, 9501 MHz
2026/08/12 20:04:11.551, 87 %, 38 %, 23438 MiB, 687 MiB, 331.42 W, 62, 1725 MHz, 9501 MHz
2026/08/12 20:04:13.552, 89 %, 41 %, 23438 MiB, 687 MiB, 339.24 W, 62, 1740 MHz, 9501 MHz
2026/08/12 20:04:15.552, 86 %, 42 %, 23438 MiB, 687 MiB, 339.59 W, 63, 1815 MHz, 9501 MHz
2026/08/12 20:04:17.552, 88 %, 40 %, 23438 MiB, 687 MiB, 333.70 W, 62, 1755 MHz, 9501 MHz
2026/08/12 20:04:19.553, 88 %, 44 %, 23438 MiB, 687 MiB, 341.85 W, 62, 1725 MHz, 9501 MHz
2026/08/12 20:04:21.553, 94 %, 41 %, 23438 MiB, 687 MiB, 340.08 W, 63, 1725 MHz, 9501 MHz
2026/08/12 20:04:23.554, 87 %, 41 %, 23438 MiB, 687 MiB, 336.17 W, 63, 1800 MHz, 9501 MHz
2026/08/12 20:04:25.555, 85 %, 47 %, 23438 MiB, 687 MiB, 338.77 W, 62, 1800 MHz, 9501 MHz
2026/08/12 20:04:27.555, 90 %, 43 %, 23438 MiB, 687 MiB, 338.73 W, 62, 1770 MHz, 9501 MHz
2026/08/12 20:04:29.556, 88 %, 41 %, 23438 MiB, 687 MiB, 329.97 W, 62, 1725 MHz, 9501 MHz
2026/08/12 20:04:31.556, 88 %, 47 %, 23438 MiB, 687 MiB, 337.98 W, 63, 1800 MHz, 9501 MHz
2026/08/12 20:04:33.557, 74 %, 37 %, 23438 MiB, 687 MiB, 334.63 W, 62, 1860 MHz, 9501 MHz
2026/08/12 20:04:35.557, 88 %, 36 %, 23438 MiB, 687 MiB, 326.47 W, 62, 1740 MHz, 9501 MHz
2026/08/12 20:04:37.558, 94 %, 42 %, 23438 MiB, 687 MiB, 338.31 W, 62, 1800 MHz, 9501 MHz
2026/08/12 20:04:39.558, 100 %, 42 %, 23438 MiB, 687 MiB, 338.10 W, 62, 1755 MHz, 9501 MHz
2026/08/12 20:04:41.559, 93 %, 33 %, 23438 MiB, 687 MiB, 327.49 W, 63, 1800 MHz, 9501 MHz
2026/08/12 20:04:43.559, 93 %, 33 %, 23438 MiB, 687 MiB, 340.60 W, 62, 1800 MHz, 9501 MHz
2026/08/12 20:04:45.560, 95 %, 44 %, 23438 MiB, 687 MiB, 333.65 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:04:47.560, 95 %, 48 %, 23438 MiB, 687 MiB, 339.33 W, 62, 1755 MHz, 9501 MHz
2026/08/12 20:04:49.560, 82 %, 43 %, 23438 MiB, 687 MiB, 337.33 W, 62, 1830 MHz, 9501 MHz
2026/08/12 20:04:51.561, 88 %, 28 %, 23438 MiB, 687 MiB, 328.65 W, 62, 1740 MHz, 9501 MHz
2026/08/12 20:04:53.561, 87 %, 37 %, 23438 MiB, 687 MiB, 339.02 W, 62, 1740 MHz, 9501 MHz
2026/08/12 20:04:55.562, 97 %, 43 %, 23438 MiB, 687 MiB, 341.89 W, 62, 1740 MHz, 9501 MHz
2026/08/12 20:04:57.562, 90 %, 32 %, 23438 MiB, 687 MiB, 332.54 W, 62, 1875 MHz, 9501 MHz
2026/08/12 20:04:59.563, 91 %, 38 %, 23438 MiB, 687 MiB, 337.93 W, 62, 1815 MHz, 9501 MHz
2026/08/12 20:05:01.563, 98 %, 43 %, 23438 MiB, 687 MiB, 341.14 W, 62, 1725 MHz, 9501 MHz
2026/08/12 20:05:03.564, 90 %, 36 %, 23438 MiB, 687 MiB, 331.75 W, 62, 1800 MHz, 9501 MHz
2026/08/12 20:05:05.564, 100 %, 42 %, 23438 MiB, 687 MiB, 337.21 W, 62, 1740 MHz, 9501 MHz
2026/08/12 20:05:07.565, 86 %, 44 %, 23438 MiB, 687 MiB, 341.29 W, 62, 1815 MHz, 9501 MHz
2026/08/12 20:05:09.565, 91 %, 48 %, 23438 MiB, 687 MiB, 334.93 W, 62, 1800 MHz, 9501 MHz
2026/08/12 20:05:11.566, 91 %, 45 %, 23438 MiB, 687 MiB, 337.38 W, 62, 1800 MHz, 9501 MHz
2026/08/12 20:05:13.569, 100 %, 43 %, 23438 MiB, 687 MiB, 337.66 W, 61, 1785 MHz, 9501 MHz
2026/08/12 20:05:15.569, 88 %, 38 %, 23438 MiB, 687 MiB, 340.92 W, 62, 1725 MHz, 9501 MHz
2026/08/12 20:05:17.570, 93 %, 42 %, 23438 MiB, 687 MiB, 337.79 W, 62, 1725 MHz, 9501 MHz
2026/08/12 20:05:19.570, 99 %, 41 %, 23438 MiB, 687 MiB, 343.06 W, 62, 1725 MHz, 9501 MHz
2026/08/12 20:05:21.571, 96 %, 40 %, 23438 MiB, 687 MiB, 338.23 W, 62, 1800 MHz, 9501 MHz
2026/08/12 20:05:23.571, 97 %, 43 %, 23438 MiB, 687 MiB, 340.39 W, 62, 1725 MHz, 9501 MHz
2026/08/12 20:05:25.572, 100 %, 41 %, 23438 MiB, 687 MiB, 342.08 W, 62, 1710 MHz, 9501 MHz
2026/08/12 20:05:27.572, 88 %, 36 %, 23438 MiB, 687 MiB, 334.85 W, 62, 1800 MHz, 9501 MHz
2026/08/12 20:05:29.573, 94 %, 48 %, 23438 MiB, 687 MiB, 340.66 W, 62, 1785 MHz, 9501 MHz
2026/08/12 20:05:31.573, 84 %, 28 %, 23438 MiB, 687 MiB, 338.47 W, 62, 1725 MHz, 9501 MHz
2026/08/12 20:05:33.574, 87 %, 46 %, 23438 MiB, 687 MiB, 338.95 W, 62, 1770 MHz, 9501 MHz
2026/08/12 20:05:35.574, 94 %, 48 %, 23438 MiB, 687 MiB, 342.95 W, 62, 1785 MHz, 9501 MHz
2026/08/12 20:05:37.575, 95 %, 45 %, 23438 MiB, 687 MiB, 331.59 W, 62, 1740 MHz, 9501 MHz
2026/08/12 20:05:39.575, 89 %, 38 %, 23438 MiB, 687 MiB, 339.21 W, 62, 1755 MHz, 9501 MHz
2026/08/12 20:05:41.576, 99 %, 41 %, 23438 MiB, 687 MiB, 341.52 W, 62, 1725 MHz, 9501 MHz
2026/08/12 20:05:43.576, 100 %, 37 %, 23438 MiB, 687 MiB, 328.12 W, 61, 1845 MHz, 9501 MHz
2026/08/12 20:05:45.577, 95 %, 40 %, 23438 MiB, 687 MiB, 340.58 W, 62, 1740 MHz, 9501 MHz
2026/08/12 20:05:47.577, 97 %, 43 %, 23438 MiB, 687 MiB, 342.45 W, 62, 1770 MHz, 9501 MHz
2026/08/12 20:05:49.578, 100 %, 43 %, 23438 MiB, 687 MiB, 330.42 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:05:51.578, 88 %, 36 %, 23438 MiB, 687 MiB, 337.10 W, 63, 1710 MHz, 9501 MHz
2026/08/12 20:05:53.579, 95 %, 45 %, 23438 MiB, 687 MiB, 343.12 W, 62, 1785 MHz, 9501 MHz
2026/08/12 20:05:55.579, 87 %, 32 %, 23438 MiB, 687 MiB, 334.91 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:05:57.580, 89 %, 37 %, 23438 MiB, 687 MiB, 339.91 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:05:59.580, 80 %, 49 %, 23438 MiB, 687 MiB, 339.19 W, 63, 1755 MHz, 9501 MHz
2026/08/12 20:06:01.581, 86 %, 39 %, 23438 MiB, 687 MiB, 333.83 W, 62, 1755 MHz, 9501 MHz
2026/08/12 20:06:03.581, 86 %, 40 %, 23438 MiB, 687 MiB, 339.66 W, 62, 1725 MHz, 9501 MHz
2026/08/12 20:06:05.582, 98 %, 40 %, 23438 MiB, 687 MiB, 341.02 W, 62, 1785 MHz, 9501 MHz
2026/08/12 20:06:07.582, 99 %, 41 %, 23438 MiB, 687 MiB, 341.99 W, 62, 1800 MHz, 9501 MHz
2026/08/12 20:06:09.582, 100 %, 41 %, 23438 MiB, 687 MiB, 339.91 W, 62, 1695 MHz, 9501 MHz
2026/08/12 20:06:11.583, 100 %, 43 %, 23438 MiB, 687 MiB, 340.15 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:06:13.583, 86 %, 43 %, 23438 MiB, 687 MiB, 340.11 W, 62, 1740 MHz, 9501 MHz
2026/08/12 20:06:15.584, 87 %, 35 %, 23438 MiB, 687 MiB, 331.74 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:06:17.584, 89 %, 38 %, 23438 MiB, 687 MiB, 341.43 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:06:19.585, 94 %, 43 %, 23438 MiB, 687 MiB, 341.91 W, 62, 1815 MHz, 9501 MHz
2026/08/12 20:06:21.585, 100 %, 40 %, 23438 MiB, 687 MiB, 327.42 W, 61, 1830 MHz, 9501 MHz
2026/08/12 20:06:23.586, 88 %, 35 %, 23438 MiB, 687 MiB, 337.50 W, 62, 1740 MHz, 9501 MHz
2026/08/12 20:06:25.586, 88 %, 51 %, 23438 MiB, 687 MiB, 339.28 W, 62, 1755 MHz, 9501 MHz
2026/08/12 20:06:27.587, 87 %, 39 %, 23438 MiB, 687 MiB, 330.40 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:06:29.587, 94 %, 40 %, 23438 MiB, 687 MiB, 338.55 W, 62, 1770 MHz, 9501 MHz
2026/08/12 20:06:31.588, 100 %, 34 %, 23438 MiB, 687 MiB, 334.11 W, 61, 1875 MHz, 9501 MHz
2026/08/12 20:06:33.588, 95 %, 40 %, 23438 MiB, 687 MiB, 339.61 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:06:35.588, 93 %, 42 %, 23438 MiB, 687 MiB, 338.07 W, 62, 1755 MHz, 9501 MHz
2026/08/12 20:06:37.589, 97 %, 32 %, 23438 MiB, 687 MiB, 326.48 W, 61, 1755 MHz, 9501 MHz
2026/08/12 20:06:39.589, 89 %, 38 %, 23438 MiB, 687 MiB, 337.52 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:06:41.590, 99 %, 42 %, 23438 MiB, 687 MiB, 341.42 W, 63, 1755 MHz, 9501 MHz
2026/08/12 20:06:43.590, 100 %, 44 %, 23438 MiB, 687 MiB, 339.23 W, 63, 1770 MHz, 9501 MHz
2026/08/12 20:06:45.591, 94 %, 41 %, 23438 MiB, 687 MiB, 339.07 W, 62, 1725 MHz, 9501 MHz
2026/08/12 20:06:47.592, 87 %, 46 %, 23438 MiB, 687 MiB, 342.14 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:06:49.592, 89 %, 37 %, 23438 MiB, 687 MiB, 330.74 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:06:51.593, 86 %, 36 %, 23438 MiB, 687 MiB, 338.64 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:06:53.593, 100 %, 40 %, 23438 MiB, 687 MiB, 342.88 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:06:55.594, 90 %, 39 %, 23438 MiB, 687 MiB, 329.79 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:06:57.595, 96 %, 42 %, 23438 MiB, 687 MiB, 339.84 W, 63, 1710 MHz, 9501 MHz
2026/08/12 20:06:59.596, 91 %, 53 %, 23438 MiB, 687 MiB, 342.71 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:07:01.596, 94 %, 43 %, 23438 MiB, 687 MiB, 335.20 W, 62, 1740 MHz, 9501 MHz
2026/08/12 20:07:03.597, 90 %, 36 %, 23438 MiB, 687 MiB, 339.06 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:07:05.597, 99 %, 39 %, 23438 MiB, 687 MiB, 343.27 W, 62, 1740 MHz, 9501 MHz
2026/08/12 20:07:07.598, 88 %, 30 %, 23438 MiB, 687 MiB, 330.39 W, 63, 1755 MHz, 9501 MHz
2026/08/12 20:07:09.598, 89 %, 35 %, 23438 MiB, 687 MiB, 336.64 W, 62, 1755 MHz, 9501 MHz
2026/08/12 20:07:11.599, 88 %, 54 %, 23438 MiB, 687 MiB, 341.01 W, 62, 1740 MHz, 9501 MHz
2026/08/12 20:07:13.600, 100 %, 41 %, 23438 MiB, 687 MiB, 331.51 W, 63, 1830 MHz, 9501 MHz
2026/08/12 20:07:15.600, 89 %, 38 %, 23438 MiB, 687 MiB, 337.73 W, 62, 1725 MHz, 9501 MHz
2026/08/12 20:07:17.601, 86 %, 56 %, 23438 MiB, 687 MiB, 341.19 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:07:19.601, 92 %, 46 %, 23438 MiB, 687 MiB, 334.63 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:07:21.602, 91 %, 36 %, 23438 MiB, 687 MiB, 338.83 W, 63, 1755 MHz, 9501 MHz
2026/08/12 20:07:23.602, 90 %, 51 %, 23438 MiB, 687 MiB, 341.82 W, 62, 1740 MHz, 9501 MHz
2026/08/12 20:07:25.603, 95 %, 23 %, 23438 MiB, 687 MiB, 330.73 W, 63, 1800 MHz, 9501 MHz
2026/08/12 20:07:27.603, 93 %, 40 %, 23438 MiB, 687 MiB, 338.70 W, 62, 1770 MHz, 9501 MHz
2026/08/12 20:07:29.604, 93 %, 25 %, 23438 MiB, 687 MiB, 332.65 W, 63, 1770 MHz, 9501 MHz
2026/08/12 20:07:31.604, 92 %, 36 %, 23438 MiB, 687 MiB, 339.08 W, 63, 1785 MHz, 9501 MHz
2026/08/12 20:07:33.604, 92 %, 25 %, 23438 MiB, 687 MiB, 335.97 W, 63, 1815 MHz, 9501 MHz
2026/08/12 20:07:35.605, 92 %, 36 %, 23438 MiB, 687 MiB, 338.67 W, 63, 1800 MHz, 9501 MHz
2026/08/12 20:07:37.605, 93 %, 26 %, 23438 MiB, 687 MiB, 336.23 W, 63, 1800 MHz, 9501 MHz
2026/08/12 20:07:39.606, 93 %, 27 %, 23438 MiB, 687 MiB, 333.02 W, 62, 1800 MHz, 9501 MHz
2026/08/12 20:07:41.606, 89 %, 30 %, 23438 MiB, 687 MiB, 333.46 W, 62, 1800 MHz, 9501 MHz
2026/08/12 20:07:43.607, 94 %, 22 %, 23438 MiB, 687 MiB, 325.55 W, 62, 1830 MHz, 9501 MHz
2026/08/12 20:07:45.607, 95 %, 30 %, 23438 MiB, 687 MiB, 337.82 W, 62, 1800 MHz, 9501 MHz
2026/08/12 20:07:47.608, 90 %, 31 %, 23438 MiB, 687 MiB, 325.74 W, 63, 1830 MHz, 9501 MHz
2026/08/12 20:07:49.608, 95 %, 31 %, 23438 MiB, 687 MiB, 339.68 W, 63, 1815 MHz, 9501 MHz
2026/08/12 20:07:51.609, 90 %, 27 %, 23438 MiB, 687 MiB, 332.22 W, 63, 1770 MHz, 9501 MHz
2026/08/12 20:07:53.609, 92 %, 36 %, 23438 MiB, 687 MiB, 338.58 W, 63, 1770 MHz, 9501 MHz
2026/08/12 20:07:55.609, 95 %, 28 %, 23438 MiB, 687 MiB, 337.22 W, 63, 1800 MHz, 9501 MHz
2026/08/12 20:07:57.610, 94 %, 24 %, 23438 MiB, 687 MiB, 328.80 W, 62, 1815 MHz, 9501 MHz
2026/08/12 20:07:59.610, 93 %, 35 %, 23438 MiB, 687 MiB, 338.52 W, 63, 1815 MHz, 9501 MHz
2026/08/12 20:08:01.611, 89 %, 38 %, 23438 MiB, 687 MiB, 330.96 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:08:03.612, 100 %, 42 %, 23438 MiB, 687 MiB, 342.09 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:08:05.612, 95 %, 42 %, 23438 MiB, 687 MiB, 342.48 W, 62, 1725 MHz, 9501 MHz
2026/08/12 20:08:07.613, 100 %, 42 %, 23438 MiB, 687 MiB, 330.15 W, 62, 1740 MHz, 9501 MHz
2026/08/12 20:08:09.613, 100 %, 42 %, 23438 MiB, 687 MiB, 339.70 W, 62, 1740 MHz, 9501 MHz
2026/08/12 20:08:11.613, 90 %, 29 %, 23438 MiB, 687 MiB, 336.03 W, 61, 1770 MHz, 9501 MHz
2026/08/12 20:08:13.614, 89 %, 39 %, 23438 MiB, 687 MiB, 340.05 W, 62, 1770 MHz, 9501 MHz
2026/08/12 20:08:15.614, 97 %, 43 %, 23438 MiB, 687 MiB, 342.17 W, 62, 1725 MHz, 9501 MHz
2026/08/12 20:08:17.615, 91 %, 29 %, 23438 MiB, 687 MiB, 322.36 W, 62, 1875 MHz, 9501 MHz
2026/08/12 20:08:19.615, 91 %, 39 %, 23438 MiB, 687 MiB, 338.57 W, 62, 1755 MHz, 9501 MHz
2026/08/12 20:08:21.617, 91 %, 44 %, 23438 MiB, 687 MiB, 340.97 W, 63, 1770 MHz, 9501 MHz
2026/08/12 20:08:23.617, 91 %, 38 %, 23438 MiB, 687 MiB, 336.62 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:08:25.618, 93 %, 51 %, 23438 MiB, 687 MiB, 341.73 W, 63, 1755 MHz, 9501 MHz
2026/08/12 20:08:27.618, 87 %, 35 %, 23438 MiB, 687 MiB, 333.16 W, 62, 1740 MHz, 9501 MHz
2026/08/12 20:08:29.619, 100 %, 42 %, 23438 MiB, 687 MiB, 338.30 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:08:31.619, 87 %, 51 %, 23438 MiB, 687 MiB, 343.57 W, 62, 1770 MHz, 9501 MHz
2026/08/12 20:08:33.619, 88 %, 30 %, 23438 MiB, 687 MiB, 328.07 W, 63, 1890 MHz, 9501 MHz
2026/08/12 20:08:35.620, 89 %, 38 %, 23438 MiB, 687 MiB, 337.60 W, 63, 1830 MHz, 9501 MHz
2026/08/12 20:08:37.620, 85 %, 45 %, 23438 MiB, 687 MiB, 341.18 W, 62, 1755 MHz, 9501 MHz
2026/08/12 20:08:39.621, 88 %, 29 %, 23438 MiB, 687 MiB, 326.45 W, 63, 1890 MHz, 9501 MHz
2026/08/12 20:08:41.621, 95 %, 41 %, 23438 MiB, 687 MiB, 340.74 W, 62, 1740 MHz, 9501 MHz
2026/08/12 20:08:43.622, 87 %, 46 %, 23438 MiB, 687 MiB, 338.93 W, 63, 1800 MHz, 9501 MHz
2026/08/12 20:08:45.623, 91 %, 28 %, 23438 MiB, 687 MiB, 327.16 W, 63, 1875 MHz, 9501 MHz
2026/08/12 20:08:47.623, 90 %, 35 %, 23438 MiB, 687 MiB, 337.43 W, 63, 1755 MHz, 9501 MHz
2026/08/12 20:08:49.624, 90 %, 44 %, 23438 MiB, 687 MiB, 339.64 W, 63, 1800 MHz, 9501 MHz
2026/08/12 20:08:51.624, 90 %, 39 %, 23438 MiB, 687 MiB, 336.91 W, 62, 1740 MHz, 9501 MHz
2026/08/12 20:08:53.625, 88 %, 44 %, 23438 MiB, 687 MiB, 337.74 W, 62, 1740 MHz, 9501 MHz
2026/08/12 20:08:55.625, 90 %, 28 %, 23438 MiB, 687 MiB, 325.62 W, 63, 1770 MHz, 9501 MHz
2026/08/12 20:08:57.625, 89 %, 36 %, 23438 MiB, 687 MiB, 337.67 W, 63, 1770 MHz, 9501 MHz
2026/08/12 20:08:59.626, 100 %, 42 %, 23438 MiB, 687 MiB, 341.37 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:09:01.626, 0 %, 0 %, 23438 MiB, 687 MiB, 271.97 W, 59, 1905 MHz, 9501 MHz
2026/08/12 20:09:03.627, 100 %, 41 %, 23438 MiB, 687 MiB, 336.49 W, 62, 1740 MHz, 9501 MHz
2026/08/12 20:09:05.627, 85 %, 28 %, 23438 MiB, 687 MiB, 336.85 W, 62, 1725 MHz, 9501 MHz
2026/08/12 20:09:07.628, 91 %, 37 %, 23438 MiB, 687 MiB, 340.74 W, 62, 1725 MHz, 9501 MHz
2026/08/12 20:09:09.628, 92 %, 40 %, 23438 MiB, 687 MiB, 338.74 W, 62, 1800 MHz, 9501 MHz
2026/08/12 20:09:11.629, 100 %, 42 %, 23438 MiB, 687 MiB, 337.20 W, 62, 1740 MHz, 9501 MHz
2026/08/12 20:09:13.629, 94 %, 40 %, 23438 MiB, 687 MiB, 339.05 W, 62, 1815 MHz, 9501 MHz
2026/08/12 20:09:15.630, 81 %, 45 %, 23438 MiB, 687 MiB, 338.05 W, 62, 1755 MHz, 9501 MHz
2026/08/12 20:09:17.630, 83 %, 42 %, 23438 MiB, 687 MiB, 335.44 W, 62, 1725 MHz, 9501 MHz
2026/08/12 20:09:19.631, 100 %, 41 %, 23438 MiB, 687 MiB, 339.99 W, 62, 1725 MHz, 9501 MHz
2026/08/12 20:09:21.631, 93 %, 42 %, 23438 MiB, 687 MiB, 341.69 W, 62, 1800 MHz, 9501 MHz
2026/08/12 20:09:23.632, 100 %, 44 %, 23438 MiB, 687 MiB, 333.86 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:09:25.632, 91 %, 40 %, 23438 MiB, 687 MiB, 338.38 W, 62, 1830 MHz, 9501 MHz
2026/08/12 20:09:27.633, 100 %, 40 %, 23438 MiB, 687 MiB, 341.31 W, 63, 1725 MHz, 9501 MHz
2026/08/12 20:09:29.633, 91 %, 33 %, 23438 MiB, 687 MiB, 323.92 W, 62, 1875 MHz, 9501 MHz
2026/08/12 20:09:31.633, 100 %, 43 %, 23438 MiB, 687 MiB, 340.86 W, 63, 1755 MHz, 9501 MHz
2026/08/12 20:09:33.634, 88 %, 45 %, 23438 MiB, 687 MiB, 340.05 W, 62, 1800 MHz, 9501 MHz
2026/08/12 20:09:35.634, 89 %, 35 %, 23438 MiB, 687 MiB, 328.00 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:09:37.635, 87 %, 38 %, 23438 MiB, 687 MiB, 338.45 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:09:39.635, 94 %, 44 %, 23438 MiB, 687 MiB, 341.36 W, 62, 1785 MHz, 9501 MHz
2026/08/12 20:09:41.636, 85 %, 28 %, 23438 MiB, 687 MiB, 329.34 W, 63, 1725 MHz, 9501 MHz
2026/08/12 20:09:43.636, 87 %, 36 %, 23438 MiB, 687 MiB, 336.80 W, 62, 1770 MHz, 9501 MHz
2026/08/12 20:09:45.636, 93 %, 44 %, 23438 MiB, 687 MiB, 342.64 W, 63, 1755 MHz, 9501 MHz
2026/08/12 20:09:47.637, 0 %, 0 %, 23438 MiB, 687 MiB, 180.93 W, 59, 1905 MHz, 9501 MHz
2026/08/12 20:09:49.637, 0 %, 0 %, 23419 MiB, 706 MiB, 120.91 W, 57, 1695 MHz, 9501 MHz
2026/08/12 20:09:51.638, 0 %, 0 %, 1 MiB, 24123 MiB, 144.97 W, 56, 1920 MHz, 9501 MHz
2026/08/12 20:09:53.641, 0 %, 0 %, 1 MiB, 24123 MiB, 142.35 W, 55, 1695 MHz, 9751 MHz
2026/08/12 20:09:55.641, 0 %, 0 %, 1 MiB, 24123 MiB, 66.85 W, 52, 210 MHz, 810 MHz
2026/08/12 20:09:57.642, 0 %, 0 %, 1 MiB, 24123 MiB, 26.66 W, 51, 210 MHz, 405 MHz
2026/08/12 20:09:59.642, 0 %, 0 %, 1 MiB, 24123 MiB, 24.94 W, 50, 210 MHz, 405 MHz
2026/08/12 20:10:01.643, 0 %, 0 %, 1 MiB, 24123 MiB, 25.03 W, 48, 210 MHz, 405 MHz
2026/08/12 20:10:03.643, 0 %, 0 %, 1 MiB, 24123 MiB, 24.74 W, 47, 210 MHz, 405 MHz
2026/08/12 20:10:05.643, 0 %, 0 %, 4 MiB, 24120 MiB, 24.46 W, 46, 210 MHz, 405 MHz
2026/08/12 20:10:07.647, 0 %, 0 %, 266 MiB, 23859 MiB, 75.50 W, 47, 1695 MHz, 9501 MHz
2026/08/12 20:10:09.648, 0 %, 0 %, 1 MiB, 24123 MiB, 117.69 W, 47, 1695 MHz, 9751 MHz
2026/08/12 20:10:11.648, 0 %, 0 %, 1 MiB, 24123 MiB, 68.87 W, 44, 210 MHz, 405 MHz
2026/08/12 20:10:13.649, 0 %, 0 %, 1 MiB, 24123 MiB, 24.13 W, 43, 210 MHz, 405 MHz
2026/08/12 20:10:15.649, 0 %, 0 %, 1 MiB, 24123 MiB, 23.97 W, 43, 210 MHz, 405 MHz
2026/08/12 20:10:17.650, 0 %, 0 %, 1 MiB, 24123 MiB, 23.77 W, 42, 210 MHz, 405 MHz
2026/08/12 20:10:19.650, 0 %, 0 %, 1 MiB, 24123 MiB, 24.30 W, 41, 210 MHz, 405 MHz
2026/08/12 20:10:21.650, 0 %, 0 %, 1 MiB, 24123 MiB, 23.79 W, 41, 210 MHz, 405 MHz
2026/08/12 20:10:23.651, 0 %, 0 %, 1 MiB, 24123 MiB, 23.71 W, 40, 210 MHz, 405 MHz
2026/08/12 20:10:25.651, 0 %, 0 %, 1 MiB, 24123 MiB, 23.67 W, 40, 210 MHz, 405 MHz
2026/08/12 20:10:27.652, 0 %, 0 %, 1 MiB, 24123 MiB, 23.82 W, 39, 210 MHz, 405 MHz
2026/08/12 20:10:29.653, 0 %, 0 %, 1 MiB, 24123 MiB, 23.59 W, 39, 210 MHz, 405 MHz
2026/08/12 20:10:31.653, 0 %, 0 %, 1 MiB, 24123 MiB, 23.57 W, 39, 210 MHz, 405 MHz
2026/08/12 20:10:33.653, 0 %, 0 %, 1 MiB, 24123 MiB, 23.59 W, 38, 210 MHz, 405 MHz
2026/08/12 20:10:35.654, 0 %, 0 %, 1 MiB, 24123 MiB, 23.42 W, 38, 210 MHz, 405 MHz
2026/08/12 20:10:37.654, 0 %, 0 %, 1 MiB, 24123 MiB, 23.37 W, 38, 210 MHz, 405 MHz
2026/08/12 20:10:39.655, 0 %, 0 %, 1 MiB, 24123 MiB, 23.32 W, 37, 210 MHz, 405 MHz
2026/08/12 20:10:41.655, 0 %, 0 %, 1 MiB, 24123 MiB, 23.18 W, 37, 210 MHz, 405 MHz
2026/08/12 20:10:43.656, 0 %, 0 %, 1 MiB, 24123 MiB, 23.14 W, 37, 210 MHz, 405 MHz
2026/08/12 20:10:45.656, 0 %, 0 %, 1 MiB, 24123 MiB, 23.57 W, 36, 210 MHz, 405 MHz
2026/08/12 20:10:47.657, 0 %, 0 %, 1 MiB, 24123 MiB, 23.02 W, 36, 210 MHz, 405 MHz
2026/08/12 20:10:49.657, 0 %, 0 %, 1 MiB, 24123 MiB, 23.08 W, 36, 210 MHz, 405 MHz
2026/08/12 20:10:51.657, 0 %, 0 %, 1 MiB, 24123 MiB, 22.92 W, 36, 210 MHz, 405 MHz
