timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.free [MiB], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz]
2026/08/12 19:56:51.442, 90 %, 39 %, 23278 MiB, 847 MiB, 339.32 W, 54, 1755 MHz, 9501 MHz
2026/08/12 19:56:53.443, 62 %, 37 %, 23278 MiB, 847 MiB, 333.42 W, 55, 1725 MHz, 9501 MHz
2026/08/12 19:56:55.443, 86 %, 35 %, 23282 MiB, 843 MiB, 314.96 W, 56, 1905 MHz, 9501 MHz
2026/08/12 19:56:57.443, 86 %, 35 %, 23282 MiB, 843 MiB, 337.56 W, 56, 1785 MHz, 9501 MHz
2026/08/12 19:56:59.444, 99 %, 41 %, 23282 MiB, 843 MiB, 343.33 W, 57, 1725 MHz, 9501 MHz
2026/08/12 19:57:01.444, 90 %, 29 %, 23284 MiB, 841 MiB, 325.70 W, 58, 1740 MHz, 9501 MHz
2026/08/12 19:57:03.445, 90 %, 37 %, 23284 MiB, 841 MiB, 341.74 W, 58, 1755 MHz, 9501 MHz
2026/08/12 19:57:05.445, 100 %, 44 %, 23284 MiB, 841 MiB, 343.38 W, 59, 1770 MHz, 9501 MHz
2026/08/12 19:57:07.446, 83 %, 45 %, 23284 MiB, 841 MiB, 325.68 W, 59, 1755 MHz, 9501 MHz
2026/08/12 19:57:09.446, 89 %, 41 %, 23284 MiB, 841 MiB, 340.27 W, 60, 1755 MHz, 9501 MHz
2026/08/12 19:57:11.447, 80 %, 40 %, 23286 MiB, 839 MiB, 340.44 W, 60, 1755 MHz, 9501 MHz
2026/08/12 19:57:13.447, 100 %, 43 %, 23286 MiB, 839 MiB, 341.43 W, 60, 1785 MHz, 9501 MHz
2026/08/12 19:57:15.447, 95 %, 41 %, 23286 MiB, 839 MiB, 341.48 W, 61, 1725 MHz, 9501 MHz
2026/08/12 19:57:17.448, 100 %, 40 %, 23288 MiB, 837 MiB, 336.81 W, 60, 1890 MHz, 9501 MHz
2026/08/12 19:57:19.448, 88 %, 37 %, 23288 MiB, 837 MiB, 339.35 W, 61, 1755 MHz, 9501 MHz
2026/08/12 19:57:21.449, 86 %, 40 %, 23288 MiB, 837 MiB, 340.47 W, 62, 1740 MHz, 9501 MHz
2026/08/12 19:57:23.449, 94 %, 34 %, 23288 MiB, 837 MiB, 332.76 W, 61, 1875 MHz, 9501 MHz
2026/08/12 19:57:25.450, 89 %, 38 %, 23288 MiB, 837 MiB, 339.72 W, 62, 1740 MHz, 9501 MHz
2026/08/12 19:57:27.450, 100 %, 40 %, 23288 MiB, 837 MiB, 339.94 W, 62, 1800 MHz, 9501 MHz
2026/08/12 19:57:29.450, 92 %, 38 %, 23402 MiB, 723 MiB, 331.02 W, 62, 1845 MHz, 9501 MHz
2026/08/12 19:57:31.451, 81 %, 37 %, 23402 MiB, 723 MiB, 336.60 W, 62, 1725 MHz, 9501 MHz
2026/08/12 19:57:33.451, 96 %, 43 %, 23402 MiB, 723 MiB, 340.85 W, 62, 1800 MHz, 9501 MHz
2026/08/12 19:57:35.452, 100 %, 42 %, 23404 MiB, 721 MiB, 340.87 W, 62, 1770 MHz, 9501 MHz
2026/08/12 19:57:37.452, 97 %, 43 %, 23404 MiB, 721 MiB, 337.60 W, 62, 1740 MHz, 9501 MHz
2026/08/12 19:57:39.453, 85 %, 48 %, 23404 MiB, 721 MiB, 338.22 W, 63, 1740 MHz, 9501 MHz
2026/08/12 19:57:41.453, 89 %, 45 %, 23404 MiB, 721 MiB, 339.44 W, 62, 1725 MHz, 9501 MHz
2026/08/12 19:57:43.454, 84 %, 50 %, 23406 MiB, 719 MiB, 336.24 W, 62, 1740 MHz, 9501 MHz
2026/08/12 19:57:45.454, 98 %, 41 %, 23406 MiB, 719 MiB, 338.91 W, 63, 1740 MHz, 9501 MHz
2026/08/12 19:57:47.455, 87 %, 42 %, 23406 MiB, 719 MiB, 342.31 W, 63, 1725 MHz, 9501 MHz
2026/08/12 19:57:49.455, 100 %, 42 %, 23408 MiB, 717 MiB, 336.21 W, 63, 1785 MHz, 9501 MHz
2026/08/12 19:57:51.456, 88 %, 36 %, 23408 MiB, 717 MiB, 338.28 W, 63, 1740 MHz, 9501 MHz
2026/08/12 19:57:53.456, 93 %, 40 %, 23408 MiB, 717 MiB, 340.17 W, 63, 1785 MHz, 9501 MHz
2026/08/12 19:57:55.457, 89 %, 37 %, 23410 MiB, 715 MiB, 328.97 W, 63, 1740 MHz, 9501 MHz
2026/08/12 19:57:57.457, 89 %, 36 %, 23410 MiB, 715 MiB, 340.24 W, 63, 1725 MHz, 9501 MHz
2026/08/12 19:57:59.458, 85 %, 42 %, 23410 MiB, 715 MiB, 338.93 W, 63, 1740 MHz, 9501 MHz
2026/08/12 19:58:01.458, 96 %, 43 %, 23410 MiB, 715 MiB, 331.76 W, 63, 1740 MHz, 9501 MHz
2026/08/12 19:58:03.458, 100 %, 41 %, 23410 MiB, 715 MiB, 339.54 W, 63, 1800 MHz, 9501 MHz
2026/08/12 19:58:05.459, 99 %, 41 %, 23412 MiB, 713 MiB, 339.21 W, 63, 1830 MHz, 9501 MHz
2026/08/12 19:58:07.459, 88 %, 45 %, 23412 MiB, 713 MiB, 340.13 W, 64, 1740 MHz, 9501 MHz
2026/08/12 19:58:09.460, 86 %, 52 %, 23412 MiB, 713 MiB, 341.85 W, 63, 1725 MHz, 9501 MHz
2026/08/12 19:58:11.460, 83 %, 46 %, 23412 MiB, 713 MiB, 333.46 W, 64, 1740 MHz, 9501 MHz
2026/08/12 19:58:13.461, 100 %, 41 %, 23412 MiB, 713 MiB, 340.28 W, 64, 1815 MHz, 9501 MHz
2026/08/12 19:58:15.461, 88 %, 46 %, 23412 MiB, 713 MiB, 340.72 W, 63, 1755 MHz, 9501 MHz
2026/08/12 19:58:17.462, 89 %, 28 %, 23414 MiB, 711 MiB, 329.91 W, 64, 1725 MHz, 9501 MHz
2026/08/12 19:58:19.463, 85 %, 38 %, 23414 MiB, 711 MiB, 340.04 W, 63, 1725 MHz, 9501 MHz
2026/08/12 19:58:21.463, 80 %, 46 %, 23414 MiB, 711 MiB, 342.02 W, 63, 1725 MHz, 9501 MHz
2026/08/12 19:58:23.463, 100 %, 41 %, 23416 MiB, 709 MiB, 336.05 W, 63, 1890 MHz, 9501 MHz
2026/08/12 19:58:25.464, 86 %, 37 %, 23416 MiB, 709 MiB, 342.07 W, 63, 1725 MHz, 9501 MHz
2026/08/12 19:58:27.464, 100 %, 42 %, 23416 MiB, 709 MiB, 343.10 W, 63, 1785 MHz, 9501 MHz
2026/08/12 19:58:29.465, 88 %, 44 %, 23416 MiB, 709 MiB, 340.78 W, 63, 1725 MHz, 9501 MHz
2026/08/12 19:58:31.465, 81 %, 48 %, 23418 MiB, 707 MiB, 333.47 W, 63, 1725 MHz, 9501 MHz
2026/08/12 19:58:33.466, 92 %, 42 %, 23418 MiB, 707 MiB, 339.45 W, 64, 1755 MHz, 9501 MHz
2026/08/12 19:58:35.466, 87 %, 45 %, 23418 MiB, 707 MiB, 341.33 W, 64, 1725 MHz, 9501 MHz
2026/08/12 19:58:37.467, 87 %, 39 %, 23420 MiB, 705 MiB, 334.88 W, 63, 1830 MHz, 9501 MHz
2026/08/12 19:58:39.467, 80 %, 46 %, 23420 MiB, 705 MiB, 337.91 W, 64, 1740 MHz, 9501 MHz
2026/08/12 19:58:41.468, 86 %, 36 %, 23420 MiB, 705 MiB, 327.30 W, 63, 1755 MHz, 9501 MHz
2026/08/12 19:58:43.468, 100 %, 44 %, 23420 MiB, 705 MiB, 339.42 W, 64, 1845 MHz, 9501 MHz
2026/08/12 19:58:45.469, 84 %, 48 %, 23420 MiB, 705 MiB, 337.73 W, 64, 1740 MHz, 9501 MHz
2026/08/12 19:58:47.469, 78 %, 39 %, 23422 MiB, 703 MiB, 331.87 W, 63, 1740 MHz, 9501 MHz
2026/08/12 19:58:49.470, 84 %, 36 %, 23422 MiB, 703 MiB, 339.68 W, 63, 1725 MHz, 9501 MHz
2026/08/12 19:58:51.470, 89 %, 50 %, 23422 MiB, 703 MiB, 339.96 W, 63, 1755 MHz, 9501 MHz
2026/08/12 19:58:53.471, 97 %, 41 %, 23422 MiB, 703 MiB, 340.48 W, 63, 1755 MHz, 9501 MHz
2026/08/12 19:58:55.471, 89 %, 51 %, 23424 MiB, 701 MiB, 333.60 W, 63, 1755 MHz, 9501 MHz
2026/08/12 19:58:57.471, 100 %, 41 %, 23424 MiB, 701 MiB, 338.43 W, 63, 1800 MHz, 9501 MHz
2026/08/12 19:58:59.473, 79 %, 41 %, 23424 MiB, 701 MiB, 342.09 W, 64, 1725 MHz, 9501 MHz
2026/08/12 19:59:01.474, 85 %, 42 %, 23426 MiB, 699 MiB, 335.10 W, 63, 1740 MHz, 9501 MHz
2026/08/12 19:59:03.474, 98 %, 42 %, 23426 MiB, 699 MiB, 338.97 W, 63, 1755 MHz, 9501 MHz
2026/08/12 19:59:05.475, 96 %, 42 %, 23426 MiB, 699 MiB, 341.82 W, 64, 1725 MHz, 9501 MHz
2026/08/12 19:59:07.475, 94 %, 41 %, 23426 MiB, 699 MiB, 334.24 W, 63, 1755 MHz, 9501 MHz
2026/08/12 19:59:09.475, 86 %, 38 %, 23426 MiB, 699 MiB, 340.91 W, 63, 1830 MHz, 9501 MHz
2026/08/12 19:59:11.476, 100 %, 43 %, 23426 MiB, 699 MiB, 342.58 W, 63, 1740 MHz, 9501 MHz
2026/08/12 19:59:13.476, 90 %, 26 %, 23428 MiB, 697 MiB, 322.54 W, 63, 1875 MHz, 9501 MHz
2026/08/12 19:59:15.477, 98 %, 40 %, 23428 MiB, 697 MiB, 339.80 W, 63, 1740 MHz, 9501 MHz
2026/08/12 19:59:17.477, 96 %, 42 %, 23428 MiB, 697 MiB, 341.59 W, 64, 1725 MHz, 9501 MHz
2026/08/12 19:59:19.478, 87 %, 33 %, 23430 MiB, 695 MiB, 329.64 W, 64, 1740 MHz, 9501 MHz
2026/08/12 19:59:21.478, 100 %, 42 %, 23430 MiB, 695 MiB, 340.88 W, 63, 1725 MHz, 9501 MHz
2026/08/12 19:59:23.478, 97 %, 43 %, 23430 MiB, 695 MiB, 341.82 W, 64, 1725 MHz, 9501 MHz
2026/08/12 19:59:25.479, 100 %, 43 %, 23432 MiB, 693 MiB, 337.17 W, 64, 1725 MHz, 9501 MHz
2026/08/12 19:59:27.479, 100 %, 41 %, 23432 MiB, 693 MiB, 341.01 W, 64, 1740 MHz, 9501 MHz
2026/08/12 19:59:29.480, 100 %, 43 %, 23432 MiB, 693 MiB, 340.53 W, 64, 1710 MHz, 9501 MHz
2026/08/12 19:59:31.480, 100 %, 43 %, 23434 MiB, 691 MiB, 340.81 W, 64, 1740 MHz, 9501 MHz
2026/08/12 19:59:33.480, 82 %, 44 %, 23434 MiB, 691 MiB, 334.90 W, 64, 1830 MHz, 9501 MHz
2026/08/12 19:59:35.481, 98 %, 42 %, 23434 MiB, 691 MiB, 340.56 W, 63, 1755 MHz, 9501 MHz
2026/08/12 19:59:37.482, 83 %, 41 %, 23434 MiB, 691 MiB, 339.54 W, 63, 1815 MHz, 9501 MHz
2026/08/12 19:59:39.482, 100 %, 40 %, 23436 MiB, 689 MiB, 332.53 W, 63, 1755 MHz, 9501 MHz
2026/08/12 19:59:41.482, 93 %, 45 %, 23436 MiB, 689 MiB, 341.47 W, 63, 1755 MHz, 9501 MHz
2026/08/12 19:59:43.483, 90 %, 51 %, 23436 MiB, 689 MiB, 341.56 W, 63, 1785 MHz, 9501 MHz
2026/08/12 19:59:45.483, 92 %, 44 %, 23436 MiB, 689 MiB, 333.69 W, 63, 1755 MHz, 9501 MHz
2026/08/12 19:59:47.484, 96 %, 43 %, 23436 MiB, 689 MiB, 339.37 W, 64, 1725 MHz, 9501 MHz
2026/08/12 19:59:49.484, 94 %, 46 %, 23436 MiB, 689 MiB, 343.38 W, 63, 1740 MHz, 9501 MHz
2026/08/12 19:59:51.485, 88 %, 44 %, 23438 MiB, 687 MiB, 335.58 W, 64, 1740 MHz, 9501 MHz
2026/08/12 19:59:53.485, 100 %, 42 %, 23438 MiB, 687 MiB, 340.08 W, 63, 1740 MHz, 9501 MHz
2026/08/12 19:59:55.486, 83 %, 29 %, 23438 MiB, 687 MiB, 336.86 W, 63, 1890 MHz, 9501 MHz
2026/08/12 19:59:57.486, 90 %, 40 %, 23438 MiB, 687 MiB, 340.42 W, 63, 1770 MHz, 9501 MHz
2026/08/12 19:59:59.487, 89 %, 46 %, 23438 MiB, 687 MiB, 339.90 W, 64, 1785 MHz, 9501 MHz
2026/08/12 20:00:01.487, 100 %, 33 %, 23438 MiB, 687 MiB, 330.29 W, 64, 1830 MHz, 9501 MHz
2026/08/12 20:00:03.487, 100 %, 40 %, 23438 MiB, 687 MiB, 340.53 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:00:05.488, 82 %, 49 %, 23438 MiB, 687 MiB, 340.79 W, 63, 1770 MHz, 9501 MHz
2026/08/12 20:00:07.489, 100 %, 38 %, 23701 MiB, 424 MiB, 333.66 W, 63, 1755 MHz, 9501 MHz
2026/08/12 20:00:09.490, 79 %, 32 %, 23438 MiB, 687 MiB, 336.63 W, 63, 1785 MHz, 9501 MHz
2026/08/12 20:00:11.490, 100 %, 39 %, 23438 MiB, 687 MiB, 342.69 W, 64, 1740 MHz, 9501 MHz
2026/08/12 20:00:13.491, 88 %, 47 %, 23438 MiB, 687 MiB, 331.70 W, 64, 1755 MHz, 9501 MHz
2026/08/12 20:00:15.491, 88 %, 37 %, 23438 MiB, 687 MiB, 338.80 W, 63, 1830 MHz, 9501 MHz
2026/08/12 20:00:17.492, 96 %, 43 %, 23438 MiB, 687 MiB, 339.68 W, 63, 1755 MHz, 9501 MHz
2026/08/12 20:00:19.492, 83 %, 31 %, 23438 MiB, 687 MiB, 327.91 W, 63, 1755 MHz, 9501 MHz
2026/08/12 20:00:21.493, 88 %, 36 %, 23438 MiB, 687 MiB, 339.83 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:00:23.493, 93 %, 47 %, 23438 MiB, 687 MiB, 343.64 W, 63, 1770 MHz, 9501 MHz
2026/08/12 20:00:25.493, 100 %, 43 %, 23438 MiB, 687 MiB, 333.18 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:00:27.494, 97 %, 40 %, 23438 MiB, 687 MiB, 340.93 W, 63, 1800 MHz, 9501 MHz
2026/08/12 20:00:29.495, 94 %, 46 %, 23438 MiB, 687 MiB, 342.82 W, 63, 1755 MHz, 9501 MHz
2026/08/12 20:00:31.495, 97 %, 43 %, 23438 MiB, 687 MiB, 276.65 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:00:33.496, 100 %, 41 %, 23438 MiB, 687 MiB, 337.03 W, 63, 1710 MHz, 9501 MHz
2026/08/12 20:00:35.496, 88 %, 49 %, 23438 MiB, 687 MiB, 339.26 W, 63, 1800 MHz, 9501 MHz
2026/08/12 20:00:37.497, 100 %, 44 %, 23438 MiB, 687 MiB, 331.08 W, 63, 1725 MHz, 9501 MHz
2026/08/12 20:00:39.497, 100 %, 42 %, 23438 MiB, 687 MiB, 339.78 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:00:41.498, 100 %, 40 %, 23438 MiB, 687 MiB, 342.50 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:00:43.498, 100 %, 36 %, 23438 MiB, 687 MiB, 325.68 W, 63, 1830 MHz, 9501 MHz
2026/08/12 20:00:45.499, 89 %, 36 %, 23438 MiB, 687 MiB, 336.80 W, 63, 1800 MHz, 9501 MHz
2026/08/12 20:00:47.501, 100 %, 40 %, 23438 MiB, 687 MiB, 340.21 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:00:49.502, 86 %, 34 %, 23438 MiB, 687 MiB, 325.83 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:00:51.502, 88 %, 37 %, 23438 MiB, 687 MiB, 337.47 W, 63, 1755 MHz, 9501 MHz
2026/08/12 20:00:53.503, 100 %, 41 %, 23438 MiB, 687 MiB, 339.74 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:00:55.503, 82 %, 37 %, 23438 MiB, 687 MiB, 326.55 W, 62, 1830 MHz, 9501 MHz
2026/08/12 20:00:57.504, 100 %, 41 %, 23438 MiB, 687 MiB, 340.57 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:00:59.505, 97 %, 39 %, 23438 MiB, 687 MiB, 338.92 W, 62, 1830 MHz, 9501 MHz
2026/08/12 20:01:01.505, 100 %, 41 %, 23438 MiB, 687 MiB, 329.41 W, 63, 1770 MHz, 9501 MHz
2026/08/12 20:01:03.505, 98 %, 41 %, 23438 MiB, 687 MiB, 340.07 W, 63, 1800 MHz, 9501 MHz
2026/08/12 20:01:05.506, 88 %, 43 %, 23438 MiB, 687 MiB, 337.74 W, 63, 1725 MHz, 9501 MHz
2026/08/12 20:01:07.506, 88 %, 41 %, 23438 MiB, 687 MiB, 332.74 W, 63, 1725 MHz, 9501 MHz
2026/08/12 20:01:09.507, 98 %, 41 %, 23438 MiB, 687 MiB, 337.95 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:01:11.507, 100 %, 43 %, 23438 MiB, 687 MiB, 342.49 W, 63, 1725 MHz, 9501 MHz
2026/08/12 20:01:13.508, 84 %, 36 %, 23438 MiB, 687 MiB, 329.79 W, 63, 1755 MHz, 9501 MHz
2026/08/12 20:01:15.508, 94 %, 42 %, 23438 MiB, 687 MiB, 338.70 W, 62, 1830 MHz, 9501 MHz
2026/08/12 20:01:17.509, 90 %, 40 %, 23438 MiB, 687 MiB, 337.69 W, 63, 1860 MHz, 9501 MHz
2026/08/12 20:01:19.509, 100 %, 38 %, 23438 MiB, 687 MiB, 332.40 W, 62, 1860 MHz, 9501 MHz
2026/08/12 20:01:21.510, 81 %, 34 %, 23438 MiB, 687 MiB, 332.15 W, 63, 1755 MHz, 9501 MHz
2026/08/12 20:01:23.511, 85 %, 41 %, 23438 MiB, 687 MiB, 337.19 W, 63, 1755 MHz, 9501 MHz
2026/08/12 20:01:25.511, 100 %, 36 %, 23438 MiB, 687 MiB, 330.82 W, 62, 1845 MHz, 9501 MHz
2026/08/12 20:01:27.512, 77 %, 42 %, 23438 MiB, 687 MiB, 337.20 W, 63, 1725 MHz, 9501 MHz
2026/08/12 20:01:29.512, 88 %, 41 %, 23438 MiB, 687 MiB, 343.95 W, 62, 1815 MHz, 9501 MHz
2026/08/12 20:01:31.512, 83 %, 44 %, 23438 MiB, 687 MiB, 338.41 W, 63, 1710 MHz, 9501 MHz
2026/08/12 20:01:33.513, 89 %, 37 %, 23438 MiB, 687 MiB, 333.16 W, 63, 1755 MHz, 9501 MHz
2026/08/12 20:01:35.513, 93 %, 41 %, 23438 MiB, 687 MiB, 340.84 W, 63, 1800 MHz, 9501 MHz
2026/08/12 20:01:37.514, 95 %, 39 %, 23438 MiB, 687 MiB, 340.57 W, 62, 1800 MHz, 9501 MHz
2026/08/12 20:01:39.514, 100 %, 41 %, 23438 MiB, 687 MiB, 339.75 W, 63, 1755 MHz, 9501 MHz
2026/08/12 20:01:41.515, 77 %, 50 %, 23438 MiB, 687 MiB, 337.74 W, 63, 1800 MHz, 9501 MHz
2026/08/12 20:01:43.515, 100 %, 43 %, 23438 MiB, 687 MiB, 340.38 W, 63, 1800 MHz, 9501 MHz
2026/08/12 20:01:45.516, 100 %, 43 %, 23438 MiB, 687 MiB, 330.29 W, 63, 1725 MHz, 9501 MHz
2026/08/12 20:01:47.516, 100 %, 44 %, 23438 MiB, 687 MiB, 338.28 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:01:49.517, 100 %, 41 %, 23438 MiB, 687 MiB, 340.56 W, 63, 1725 MHz, 9501 MHz
2026/08/12 20:01:51.517, 99 %, 40 %, 23438 MiB, 687 MiB, 329.58 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:01:53.518, 88 %, 39 %, 23438 MiB, 687 MiB, 337.77 W, 63, 1725 MHz, 9501 MHz
2026/08/12 20:01:55.518, 94 %, 40 %, 23438 MiB, 687 MiB, 342.61 W, 62, 1785 MHz, 9501 MHz
2026/08/12 20:01:57.519, 99 %, 32 %, 23438 MiB, 687 MiB, 328.37 W, 62, 1875 MHz, 9501 MHz
2026/08/12 20:01:59.519, 98 %, 41 %, 23438 MiB, 687 MiB, 337.69 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:02:01.519, 78 %, 48 %, 23438 MiB, 687 MiB, 338.74 W, 63, 1755 MHz, 9501 MHz
2026/08/12 20:02:03.520, 87 %, 36 %, 23438 MiB, 687 MiB, 336.65 W, 63, 1725 MHz, 9501 MHz
2026/08/12 20:02:05.520, 100 %, 41 %, 23438 MiB, 687 MiB, 341.02 W, 63, 1815 MHz, 9501 MHz
2026/08/12 20:02:07.521, 89 %, 45 %, 23438 MiB, 687 MiB, 339.87 W, 63, 1725 MHz, 9501 MHz
2026/08/12 20:02:09.521, 85 %, 43 %, 23438 MiB, 687 MiB, 331.22 W, 63, 1755 MHz, 9501 MHz
2026/08/12 20:02:11.522, 81 %, 32 %, 23438 MiB, 687 MiB, 339.68 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:02:13.522, 83 %, 45 %, 23438 MiB, 687 MiB, 341.97 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:02:15.523, 100 %, 44 %, 23438 MiB, 687 MiB, 335.43 W, 63, 1860 MHz, 9501 MHz
2026/08/12 20:02:17.523, 100 %, 42 %, 23438 MiB, 687 MiB, 342.98 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:02:19.524, 84 %, 56 %, 23438 MiB, 687 MiB, 338.43 W, 63, 1725 MHz, 9501 MHz
2026/08/12 20:02:21.524, 92 %, 41 %, 23438 MiB, 687 MiB, 341.36 W, 62, 1830 MHz, 9501 MHz
2026/08/12 20:02:23.525, 96 %, 40 %, 23438 MiB, 687 MiB, 334.45 W, 63, 1815 MHz, 9501 MHz
2026/08/12 20:02:25.525, 100 %, 43 %, 23438 MiB, 687 MiB, 341.00 W, 63, 1755 MHz, 9501 MHz
2026/08/12 20:02:27.526, 84 %, 43 %, 23438 MiB, 687 MiB, 338.64 W, 63, 1710 MHz, 9501 MHz
2026/08/12 20:02:29.526, 100 %, 42 %, 23438 MiB, 687 MiB, 331.97 W, 63, 1815 MHz, 9501 MHz
2026/08/12 20:02:31.527, 100 %, 41 %, 23438 MiB, 687 MiB, 338.84 W, 63, 1800 MHz, 9501 MHz
2026/08/12 20:02:33.527, 96 %, 40 %, 23438 MiB, 687 MiB, 337.96 W, 63, 1725 MHz, 9501 MHz
2026/08/12 20:02:35.528, 100 %, 43 %, 23438 MiB, 687 MiB, 330.82 W, 62, 1830 MHz, 9501 MHz
2026/08/12 20:02:37.528, 89 %, 39 %, 23438 MiB, 687 MiB, 337.68 W, 62, 1740 MHz, 9501 MHz
2026/08/12 20:02:39.529, 63 %, 42 %, 23438 MiB, 687 MiB, 336.42 W, 63, 1710 MHz, 9501 MHz
2026/08/12 20:02:41.529, 97 %, 32 %, 23438 MiB, 687 MiB, 328.16 W, 61, 1740 MHz, 9501 MHz
2026/08/12 20:02:43.529, 90 %, 40 %, 23438 MiB, 687 MiB, 338.73 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:02:45.530, 90 %, 47 %, 23438 MiB, 687 MiB, 342.91 W, 63, 1725 MHz, 9501 MHz
2026/08/12 20:02:47.530, 92 %, 38 %, 23438 MiB, 687 MiB, 327.49 W, 63, 1785 MHz, 9501 MHz
2026/08/12 20:02:49.531, 96 %, 42 %, 23438 MiB, 687 MiB, 338.78 W, 62, 1740 MHz, 9501 MHz
2026/08/12 20:02:51.531, 92 %, 44 %, 23438 MiB, 687 MiB, 341.76 W, 62, 1755 MHz, 9501 MHz
2026/08/12 20:02:53.532, 99 %, 41 %, 23438 MiB, 687 MiB, 334.70 W, 63, 1785 MHz, 9501 MHz
2026/08/12 20:02:55.533, 92 %, 45 %, 23438 MiB, 687 MiB, 338.04 W, 62, 1755 MHz, 9501 MHz
2026/08/12 20:02:57.533, 88 %, 46 %, 23438 MiB, 687 MiB, 343.80 W, 63, 1725 MHz, 9501 MHz
2026/08/12 20:02:59.534, 95 %, 41 %, 23438 MiB, 687 MiB, 334.55 W, 63, 1725 MHz, 9501 MHz
2026/08/12 20:03:01.534, 96 %, 42 %, 23438 MiB, 687 MiB, 339.46 W, 62, 1755 MHz, 9501 MHz
2026/08/12 20:03:03.535, 89 %, 52 %, 23438 MiB, 687 MiB, 341.94 W, 63, 1755 MHz, 9501 MHz
2026/08/12 20:03:05.535, 97 %, 41 %, 23438 MiB, 687 MiB, 329.77 W, 62, 1755 MHz, 9501 MHz
2026/08/12 20:03:07.536, 91 %, 43 %, 23438 MiB, 687 MiB, 337.20 W, 62, 1755 MHz, 9501 MHz
2026/08/12 20:03:09.536, 97 %, 41 %, 23438 MiB, 687 MiB, 342.63 W, 63, 1785 MHz, 9501 MHz
2026/08/12 20:03:11.537, 92 %, 38 %, 23438 MiB, 687 MiB, 335.36 W, 63, 1815 MHz, 9501 MHz
2026/08/12 20:03:13.537, 98 %, 41 %, 23438 MiB, 687 MiB, 340.71 W, 63, 1770 MHz, 9501 MHz
2026/08/12 20:03:15.538, 90 %, 50 %, 23438 MiB, 687 MiB, 334.18 W, 63, 1740 MHz, 9501 MHz
2026/08/12 20:03:17.538, 98 %, 41 %, 23438 MiB, 687 MiB, 339.52 W, 62, 1740 MHz, 9501 MHz
2026/08/12 20:03:19.538, 97 %, 41 %, 23438 MiB, 687 MiB, 341.67 W, 63, 1755 MHz, 9501 MHz
2026/08/12 20:03:21.539, 90 %, 37 %, 23438 MiB, 687 MiB, 325.72 W, 63, 1815 MHz, 9501 MHz
2026/08/12 20:03:23.539, 97 %, 41 %, 23438 MiB, 687 MiB, 339.86 W, 63, 1815 MHz, 9501 MHz
2026/08/12 20:03:25.541, 99 %, 40 %, 23438 MiB, 687 MiB, 340.76 W, 63, 1785 MHz, 9501 MHz
2026/08/12 20:03:27.541, 91 %, 38 %, 23438 MiB, 687 MiB, 336.28 W, 63, 1785 MHz, 9501 MHz
2026/08/12 20:03:29.542, 97 %, 42 %, 23438 MiB, 687 MiB, 338.30 W, 62, 1770 MHz, 9501 MHz
2026/08/12 20:03:31.542, 90 %, 36 %, 23438 MiB, 687 MiB, 326.55 W, 63, 1830 MHz, 9501 MHz
2026/08/12 20:03:33.543, 90 %, 42 %, 23438 MiB, 687 MiB, 336.52 W, 63, 1755 MHz, 9501 MHz
2026/08/12 20:03:35.543, 89 %, 43 %, 23438 MiB, 687 MiB, 339.10 W, 63, 1725 MHz, 9501 MHz
2026/08/12 20:03:37.544, 97 %, 45 %, 23438 MiB, 687 MiB, 338.31 W, 62, 1710 MHz, 9501 MHz
2026/08/12 20:03:39.544, 98 %, 45 %, 23438 MiB, 687 MiB, 342.96 W, 62, 1740 MHz, 9501 MHz
2026/08/12 20:03:41.545, 90 %, 32 %, 23438 MiB, 687 MiB, 327.62 W, 63, 1770 MHz, 9501 MHz
2026/08/12 20:03:43.545, 89 %, 41 %, 23438 MiB, 687 MiB, 339.27 W, 63, 1755 MHz, 9501 MHz
2026/08/12 20:03:45.545, 87 %, 43 %, 23438 MiB, 687 MiB, 339.93 W, 63, 1755 MHz, 9501 MHz
2026/08/12 20:03:47.546, 100 %, 41 %, 23438 MiB, 687 MiB, 331.99 W, 63, 1725 MHz, 9501 MHz
2026/08/12 20:03:49.546, 75 %, 53 %, 23438 MiB, 687 MiB, 341.01 W, 62, 1815 MHz, 9501 MHz
