timestamp_iso,name,cpu_pct,mem_usage,mem_pct
2026-08-17T14:27:54+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,369.64%,54.09GiB / 436.8GiB,12.38%
2026-08-17T14:28:05+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,393.88%,53.86GiB / 436.8GiB,12.33%
2026-08-17T14:28:17+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,388.82%,54.13GiB / 436.8GiB,12.39%
2026-08-17T14:28:29+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,366.30%,54.13GiB / 436.8GiB,12.39%
2026-08-17T14:28:40+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,100.92%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:28:52+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,100.87%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:29:04+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,100.28%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:29:15+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,101.31%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:29:27+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,100.84%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:29:39+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,100.48%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:29:51+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,100.73%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:30:02+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,100.75%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:30:14+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,100.38%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:30:25+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,100.89%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:30:37+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,100.71%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:30:49+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,100.86%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:31:01+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,100.65%,53.8GiB / 436.8GiB,12.32%
2026-08-17T14:31:12+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,398.40%,54.13GiB / 436.8GiB,12.39%
2026-08-17T14:31:24+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,364.81%,54.04GiB / 436.8GiB,12.37%
2026-08-17T14:31:35+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,366.25%,54.13GiB / 436.8GiB,12.39%
2026-08-17T14:31:47+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,396.46%,54.2GiB / 436.8GiB,12.41%
2026-08-17T14:31:59+02:00,vmemoryfabric-osx-dev-run-e37af10a082f,372.58%,54.13GiB / 436.8GiB,12.39%
